"﻿""pitch_type""",game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2026-03-29,93.3,-1.44,5.67,"Lindor, Francisco",596019,669387,,called_strike,,,,,11,Called Strike,R,L,R,NYM,PIT,S,,,0,0,2026,-0.48,1.43,-0.056997055922169415,3.3441455536507974,,,,0,1,Bot,,,,,,,4.567915225771353,-135.65648798707483,-3.172632817419533,-6.98223959527774,33.528345720022685,-14.081954222705232,3.107668963,1.568356299,,,,92.8,2044,6.3,823647,680779,687462,664040,693304,669707,663968,665833,656811,54.19,,,,,,,,7,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,214,-0.004,-0.039,,,,0.039,,-1,-1,0.448,0.448,27,32,27,33,1,0,,1,6,1,1.22,0.48,-0.48,39.1,,,,,
SI,2026-03-29,95.6,-3.48,4.99,"Bichette, Bo",666182,670990,,called_strike,,,,,9,Called Strike,R,R,R,NYM,PIT,S,,,0,0,2026,-1.53,0.45,0.4392157205923466,1.5770051454667506,,,665742,1,5,Bot,,,,,,,13.800366595614086,-138.4414538764612,-4.153794924845847,-22.810643034544917,31.851762893348745,-25.54918930461604,3.162081693,1.595816929,,,,96.1,2195,6.9,823647,680779,687462,664040,693304,669707,663968,665833,656811,53.58,,,,,,,,43,1,Sinker,2,2,2,2,2,2,2,2,Strategic,Standard,232,-0.006,-0.04,,,,0.04,,0,0,0.569,0.569,31,28,31,28,1,2,3,1,2,1,2.07,1.53,1.53,17.7,,,,,
FF,2026-03-29,97.8,0.89,5.8,"Benge, Carson",701807,682254,,swinging_strike,,,,,2,Swinging Strike,R,L,L,NYM,PIT,S,,,0,0,2026,0.39,1.53,-0.2440221507321529,3.3710982941893093,,,,0,7,Bot,,,,,,,-3.9812433313129785,-142.31434985215026,-4.472387267364783,6.248980783662227,35.591934195345964,-10.655679957820722,3.259498032,1.644980315,,,,98.6,2106,6.9,823647,680779,687462,664040,693304,669707,663968,665833,656811,53.56,,,,,,,,55,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,175,-0.006,-0.039,66.6,5.0,,0.039,,0,0,0.588,0.588,26,23,26,23,1,2,3,1,3,1,0.87,0.39,0.39,63.4,-7.307400728549664,44.62426359501231,24.119971680300186,39.54728804812106,11.882422151455746
FC,2026-03-29,89.3,-1.8,5.89,"Semien, Marcus",543760,642701,,swinging_strike,,,,,6,Swinging Strike,R,R,R,NYM,PIT,S,,,0,0,2026,-0.28,1.11,0.3443802287855979,2.311470082778019,,,,0,9,Bot,,,,,,,5.794218910983971,-129.85775352728612,-4.9118295449327976,-4.411534581807516,28.422879551146604,-18.796487276514778,3.212106299,1.621062992,,,,89.1,2333,6.3,823647,680779,656811,664040,693304,669707,663968,665833,694377,54.22,,,,,,,,73,1,Cutter,2,2,2,2,2,2,2,2,Standard,Standard,206,-0.009,-0.039,69.5,8.7,,0.039,,0,0,0.639,0.639,30,35,30,36,1,3,1,1,2,1,1.76,0.28,0.28,36.3,24.606601256920943,-38.04992389694635,32.42110121469799,36.210429015167406,50.57098336896951
CU,2026-03-29,79,-1.28,5.89,"Lindor, Francisco",596019,664353,,ball,,,,,13,Ball,R,L,R,NYM,PIT,B,,,0,0,2026,0.92,-1.22,-1.3400751043047925,2.121874850895791,,682626,,0,10,Bot,,,,,,,-1.847136091467156,-115.0520178768305,1.0993655840776453,8.549031994315222,21.502937229683532,-43.45054805365247,3.107668963,1.568356299,,,,78.2,2734,5.7,823647,680779,656811,664040,693304,669707,663968,665833,695257,54.84,,,,,,,,82,1,Curveball,2,4,2,4,4,2,2,4,Standard,Standard,37,0.012,0.032,,,,-0.032,,-2,-2,0.211,0.211,31,32,31,33,1,4,,1,7,1,4.87,-0.92,0.92,48.7,,,,,
FF,2026-03-29,93.1,-1.27,5.9,"Polanco, Jorge",593871,676755,,called_strike,,,,,9,Called Strike,R,L,R,NYM,PIT,S,,,0,0,2026,-0.68,1.57,0.3674403005362532,1.6243806710011772,,,,0,8,Bot,,,,,,,5.686563709106577,-135.18998642345963,-8.443418049222059,-9.626488794183842,32.11388071898456,-11.221565700253288,3.191043307,1.610433071,,,,93.1,2290,6.6,823647,680779,656811,664040,693304,669707,663968,665833,694377,53.88,,,,,,,,65,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,215,-0.007,-0.039,,,,0.039,,0,0,0.608,0.608,30,32,31,33,1,3,3,1,1,1,1.09,0.68,-0.68,44.2,,,,,
CH,2026-03-29,87.6,-1.32,5.82,"Polanco, Jorge",593871,676755,,ball,,,,,13,Ball,R,L,R,NYM,PIT,B,,,0,1,2026,-1.02,0.59,-1.0755861910668862,0.21105432104827737,,,,0,8,Bot,,,,,,,2.763459632708546,-127.38190395464878,-8.44869752328406,-11.668496893204257,27.45335398567748,-24.152848103641006,3.191043307,1.610433071,,,,88.7,1793,7.1,823647,680779,656811,664040,693304,669707,663968,665833,694377,53.37,,,,,,,,65,2,Changeup,2,2,2,2,2,2,2,2,Standard,Standard,233,0.005,0.031,,,,-0.031,,0,0,0.601,0.601,30,32,31,33,1,3,3,1,1,1,2.4,1.02,-1.02,43.6,,,,,
CU,2026-03-29,82,-1.41,5.76,"Lindor, Francisco",596019,669387,,ball,,,,,11,Ball,R,L,R,NYM,PIT,B,,,0,1,2026,0.53,-1.03,-0.9728720438936307,2.3775528507063184,,,,0,1,Bot,,,,,,,-0.08121284170312332,-119.3852295976093,1.2086319767084628,5.077430514748532,25.21604210501304,-42.47052485740882,3.107668963,1.568356299,,,,81.4,2441,6.1,823647,680779,687462,664040,693304,669707,663968,665833,656811,54.43,,,,,,,,7,2,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,36,0.003,0.031,,,,-0.031,,-1,-1,0.444,0.444,27,32,27,33,1,0,,1,6,1,4.45,-0.53,0.53,40.4,,,,,
SL,2026-03-29,85,-1.89,5.83,"Semien, Marcus",543760,642701,field_out,hit_into_play,,,,,14,Marcus Semien flies out to center fielder Oneil Cruz.,R,R,R,NYM,PIT,X,8,fly_ball,0,1,2026,0.51,0.27,0.849496400379726,2.1116902676534566,,,,0,9,Bot,145.53,91.45,,,,,5.29262238906489,-123.78193751230337,-2.7288123929598624,4.2224550292812655,24.825221090724874,-29.07225545629791,3.212106299,1.621062992,273,81.9,40,85.1,2616,6.3,823647,680779,656811,664040,693304,669707,663968,665833,694377,54.17,0.011,0.013,0,1,0,0,3,73,2,Slider,2,2,2,2,2,2,2,2,Standard,Standard,149,-0.048,-0.22,71.7,8.0,0.019,0.22,88.0,0,0,0.63,0.63,30,35,30,36,1,3,1,1,2,1,2.88,-0.51,-0.51,35.5,18.41223719016341,-1.226520127363256,32.24943026764491,40.62561038375901,33.30300347647781
SI,2026-03-29,98.1,0.95,5.8,"Benge, Carson",701807,682254,,ball,,,,,13,Ball,R,L,L,NYM,PIT,B,,,0,1,2026,0.35,1.33,-1.0709454259576319,2.0421913847585023,,,,0,7,Bot,,,,,,,-6.27560171432939,-142.5121152287724,-7.591937890662271,6.242009268701691,35.578363333443804,-12.520774070999792,3.259498032,1.644980315,,,,98.6,2734,6.9,823647,680779,687462,664040,693304,669707,663968,665833,656811,53.62,,,,,,,,55,2,Sinker,2,2,2,2,2,2,2,2,Standard,Standard,92,0.004,0.031,,,,-0.031,,0,0,0.582,0.582,26,23,26,23,1,2,3,1,3,1,1.07,0.35,0.35,63.1,,,,,
